claim_id,claim_category,candidate_claim,evidence_status,evidence_tier,phase,source_path,source_field,building_scope,split,model,metric,value,unit,derivation,source_hash,conflict_status,presentation_safe,caveat
CLM-0284,Forecast comparison,7 DayWeek Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].daily_peak_hour_exact_rate,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie daily_peak_hour_exact_rate,0.1,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0285,Forecast comparison,7 DayWeek Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].daily_top3_overlap,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie daily_top3_overlap,0.3,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0286,Forecast comparison,7 DayWeek Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].normalized_MAE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie normalized_MAE,0.1257794613821604,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0287,Forecast comparison,7 DayWeek Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[16].normalized_RMSE,Robin_office_Addie,,DayWeek,7 DayWeek Robin_office_Addie normalized_RMSE,0.16176145695472466,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0288,Forecast comparison,7 LightGBM Robin_office_Addie MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].MAE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie MAE,2.8409720822557145,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0289,Forecast comparison,7 LightGBM Robin_office_Addie RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].RMSE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie RMSE,3.827321840021551,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0290,Forecast comparison,7 LightGBM Robin_office_Addie MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].MAPE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie MAPE,29.13459935740051,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0291,Forecast comparison,7 LightGBM Robin_office_Addie bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].bias,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie bias,1.83708924028531,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0292,Forecast comparison,7 LightGBM Robin_office_Addie actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].actual_p75,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie actual_p75,17.625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0293,Forecast comparison,7 LightGBM Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].peak_quartile_MAE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie peak_quartile_MAE,1.703165821100561,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0294,Forecast comparison,7 LightGBM Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].peak_quartile_bias,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie peak_quartile_bias,0.11464976041312937,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0295,Forecast comparison,7 LightGBM Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].daily_peak_hour_MAE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie daily_peak_hour_MAE,5.5,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0296,Forecast comparison,7 LightGBM Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].daily_peak_hour_exact_rate,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie daily_peak_hour_exact_rate,0.1,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0297,Forecast comparison,7 LightGBM Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].daily_top3_overlap,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie daily_top3_overlap,0.27777777777777773,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0298,Forecast comparison,7 LightGBM Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].normalized_MAE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie normalized_MAE,0.13574372837822699,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0299,Forecast comparison,7 LightGBM Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[17].normalized_RMSE,Robin_office_Addie,,LightGBM,7 LightGBM Robin_office_Addie normalized_RMSE,0.18287224274848687,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0300,Forecast comparison,7 XGBoost Robin_office_Addie MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].MAE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie MAE,3.1072407595316576,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0301,Forecast comparison,7 XGBoost Robin_office_Addie RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].RMSE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie RMSE,4.051020670627421,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0302,Forecast comparison,7 XGBoost Robin_office_Addie MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].MAPE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie MAPE,31.881009330040893,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0303,Forecast comparison,7 XGBoost Robin_office_Addie bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].bias,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie bias,2.2727602582507664,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0304,Forecast comparison,7 XGBoost Robin_office_Addie actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].actual_p75,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie actual_p75,17.625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0305,Forecast comparison,7 XGBoost Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].peak_quartile_MAE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie peak_quartile_MAE,1.817986502117581,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0306,Forecast comparison,7 XGBoost Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].peak_quartile_bias,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie peak_quartile_bias,0.12920368088616263,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0307,Forecast comparison,7 XGBoost Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].daily_peak_hour_MAE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie daily_peak_hour_MAE,4.766666666666667,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0308,Forecast comparison,7 XGBoost Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].daily_peak_hour_exact_rate,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie daily_peak_hour_exact_rate,0.03333333333333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0309,Forecast comparison,7 XGBoost Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].daily_top3_overlap,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie daily_top3_overlap,0.27777777777777773,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0310,Forecast comparison,7 XGBoost Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].normalized_MAE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie normalized_MAE,0.14846624093986996,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0311,Forecast comparison,7 XGBoost Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[18].normalized_RMSE,Robin_office_Addie,,XGBoost,7 XGBoost Robin_office_Addie normalized_RMSE,0.19356073683470124,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0312,Forecast comparison,7 CatBoost Robin_office_Addie MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].MAE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie MAE,2.843273639142827,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0313,Forecast comparison,7 CatBoost Robin_office_Addie RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].RMSE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie RMSE,3.8106084132889175,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0314,Forecast comparison,7 CatBoost Robin_office_Addie MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].MAPE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie MAPE,29.654923556468106,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0315,Forecast comparison,7 CatBoost Robin_office_Addie bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].bias,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie bias,1.7353284462386331,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0316,Forecast comparison,7 CatBoost Robin_office_Addie actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].actual_p75,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie actual_p75,17.625,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0317,Forecast comparison,7 CatBoost Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].peak_quartile_MAE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie peak_quartile_MAE,1.4102197820758966,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0318,Forecast comparison,7 CatBoost Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].peak_quartile_bias,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie peak_quartile_bias,-0.6376555609307606,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0319,Forecast comparison,7 CatBoost Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].daily_peak_hour_MAE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie daily_peak_hour_MAE,5.733333333333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0320,Forecast comparison,7 CatBoost Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].daily_peak_hour_exact_rate,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie daily_peak_hour_exact_rate,0.0,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0321,Forecast comparison,7 CatBoost Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].daily_top3_overlap,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie daily_top3_overlap,0.28888888888888886,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0322,Forecast comparison,7 CatBoost Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].normalized_MAE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie normalized_MAE,0.13585369845321735,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0323,Forecast comparison,7 CatBoost Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[19].normalized_RMSE,Robin_office_Addie,,CatBoost,7 CatBoost Robin_office_Addie normalized_RMSE,0.18207366296910987,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0324,Forecast comparison,7 DayWeek Lamb_office_Gerardo MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].MAE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo MAE,4.456230416666666,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0325,Forecast comparison,7 DayWeek Lamb_office_Gerardo RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].RMSE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo RMSE,7.746819130987193,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0326,Forecast comparison,7 DayWeek Lamb_office_Gerardo MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].MAPE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo MAPE,37.845652070217625,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0327,Forecast comparison,7 DayWeek Lamb_office_Gerardo bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].bias,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo bias,0.9904106944444444,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0328,Forecast comparison,7 DayWeek Lamb_office_Gerardo actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].actual_p75,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo actual_p75,21.475,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0329,Forecast comparison,7 DayWeek Lamb_office_Gerardo peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].peak_quartile_MAE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo peak_quartile_MAE,7.332195277777777,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0330,Forecast comparison,7 DayWeek Lamb_office_Gerardo peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].peak_quartile_bias,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo peak_quartile_bias,-3.657750833333333,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0331,Forecast comparison,7 DayWeek Lamb_office_Gerardo daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].daily_peak_hour_MAE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo daily_peak_hour_MAE,2.8,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0332,Forecast comparison,7 DayWeek Lamb_office_Gerardo daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].daily_peak_hour_exact_rate,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo daily_peak_hour_exact_rate,0.3,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0333,Forecast comparison,7 DayWeek Lamb_office_Gerardo daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].daily_top3_overlap,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo daily_top3_overlap,0.48888888888888893,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0334,Forecast comparison,7 DayWeek Lamb_office_Gerardo normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].normalized_MAE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo normalized_MAE,0.5215156946350448,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0335,Forecast comparison,7 DayWeek Lamb_office_Gerardo normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[20].normalized_RMSE,Lamb_office_Gerardo,,DayWeek,7 DayWeek Lamb_office_Gerardo normalized_RMSE,0.9066155433073168,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0336,Forecast comparison,7 LightGBM Lamb_office_Gerardo MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].MAE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo MAE,2.874078621623744,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0337,Forecast comparison,7 LightGBM Lamb_office_Gerardo RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].RMSE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo RMSE,4.241482708365726,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0338,Forecast comparison,7 LightGBM Lamb_office_Gerardo MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].MAPE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo MAPE,26.988520741470463,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0339,Forecast comparison,7 LightGBM Lamb_office_Gerardo bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].bias,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo bias,1.2166686397225823,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0340,Forecast comparison,7 LightGBM Lamb_office_Gerardo actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].actual_p75,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo actual_p75,21.475,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0341,Forecast comparison,7 LightGBM Lamb_office_Gerardo peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].peak_quartile_MAE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo peak_quartile_MAE,4.379754995790131,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0342,Forecast comparison,7 LightGBM Lamb_office_Gerardo peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].peak_quartile_bias,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo peak_quartile_bias,-1.6748508309535122,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0343,Forecast comparison,7 LightGBM Lamb_office_Gerardo daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].daily_peak_hour_MAE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo daily_peak_hour_MAE,2.6666666666666665,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0344,Forecast comparison,7 LightGBM Lamb_office_Gerardo daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].daily_peak_hour_exact_rate,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo daily_peak_hour_exact_rate,0.36666666666666664,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0345,Forecast comparison,7 LightGBM Lamb_office_Gerardo daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].daily_top3_overlap,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo daily_top3_overlap,0.5,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0346,Forecast comparison,7 LightGBM Lamb_office_Gerardo normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].normalized_MAE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo normalized_MAE,0.3363553875459213,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0347,Forecast comparison,7 LightGBM Lamb_office_Gerardo normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[21].normalized_RMSE,Lamb_office_Gerardo,,LightGBM,7 LightGBM Lamb_office_Gerardo normalized_RMSE,0.4963836234012547,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0348,Forecast comparison,7 XGBoost Lamb_office_Gerardo MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[22].MAE,Lamb_office_Gerardo,,XGBoost,7 XGBoost Lamb_office_Gerardo MAE,3.0676821338600577,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0349,Forecast comparison,7 XGBoost Lamb_office_Gerardo RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[22].RMSE,Lamb_office_Gerardo,,XGBoost,7 XGBoost Lamb_office_Gerardo RMSE,4.617242705404181,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0350,Forecast comparison,7 XGBoost Lamb_office_Gerardo MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[22].MAPE,Lamb_office_Gerardo,,XGBoost,7 XGBoost Lamb_office_Gerardo MAPE,29.011880236443638,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0351,Forecast comparison,7 XGBoost Lamb_office_Gerardo bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[22].bias,Lamb_office_Gerardo,,XGBoost,7 XGBoost Lamb_office_Gerardo bias,1.156829572174284,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
